"team","squad_number","player_name","player_name_zh","player_name_zh_status","wikipedia_title","position","date_of_birth","club","club_country","caps","goals","squad_status","availability","source_url","verified_at"
"Mexico","1","Raúl Rangel","","missing_zh_label","Raúl_Rangel_(footballer)","GK","2000-02-25","Guadalajara","Mexican Football Federation","14","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","2","Jorge Sánchez","豪尔赫·桑切斯","wikidata_zh_label","Jorge_Sánchez_(footballer,_born_1997)","DF","1997-12-10","PAOK","Hellenic Football Federation","59","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","3","César Montes","塞薩爾·蒙德斯","wikidata_zh_label","César_Montes","DF","1997-02-24","Lokomotiv Moscow","Russian Football Union","67","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","4","Edson Álvarez","埃德松·阿尔瓦雷斯","wikidata_zh_label","Edson_Álvarez","DF","1997-10-24","Fenerbahçe","Turkish Football Federation","98","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","5","Johan Vásquez","约翰·瓦斯奎兹","wikidata_zh_label","Johan_Vásquez_(footballer,_born_1998)","DF","1998-10-22","Genoa","Italian Football Federation","46","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","6","Érik Lira","","missing_zh_label","Érik_Lira","MF","2000-05-08","Cruz Azul","Mexican Football Federation","25","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","7","Luis Romo","路易斯·羅莫","wikidata_zh_label","Luis_Romo","MF","1995-06-05","Guadalajara","Mexican Football Federation","63","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","8","Álvaro Fidalgo","","missing_zh_label","Álvaro_Fidalgo","MF","1997-04-09","Real Betis","Royal Spanish Football Federation","4","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","9","Raúl Jiménez","劳尔·吉梅内斯","wikidata_zh_label","Raúl_Jiménez","FW","1991-05-05","Fulham","The Football Association","124","45","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","10","Alexis Vega","亞歷克西斯·維加","wikidata_zh_label","Alexis_Vega_(Mexican_footballer)","FW","1997-11-25","Toluca","Mexican Football Federation","52","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","11","Santiago Giménez","圣地亚哥·希门尼斯","wikidata_zh_label","Santiago_Giménez","FW","2001-04-18","Milan","Italian Football Federation","47","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","12","Carlos Acevedo","卡洛斯·阿塞維多","wikidata_zh_label","Carlos_Acevedo","GK","1996-04-19","Santos Laguna","Mexican Football Federation","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","13","Guillermo Ochoa","吉列尔莫·奥乔亚","wikidata_zh_label","Guillermo_Ochoa","GK","1985-07-13","AEL Limassol","Cyprus Football Association","152","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","14","Armando González","","missing_zh_label","Armando_González_(footballer,_born_2003)","FW","2003-04-20","Guadalajara","Mexican Football Federation","7","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","15","Israel Reyes","以瑟雷·雷耶斯","wikidata_zh_label","Israel_Reyes","DF","2000-05-23","América","Mexican Football Federation","34","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","16","Julián Quiñones","胡利安·基尼奥内斯","wikidata_zh_label","Julián_Quiñones","FW","1997-03-24","Al-Qadsiah","Saudi Arabian Football Federation","22","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","17","Orbelín Pineda","奧博林·皮內達","wikidata_zh_label","Orbelín_Pineda","MF","1996-03-24","AEK Athens","Hellenic Football Federation","92","12","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","18","Obed Vargas","奥贝德·巴尔加斯","wikidata_zh_label","Obed_Vargas","MF","2005-08-05","Atlético Madrid","Royal Spanish Football Federation","6","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","19","Gilberto Mora","","missing_zh_label","Gilberto_Mora_(footballer,_born_2008)","MF","2008-10-14","Tijuana","Mexican Football Federation","8","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","20","Mateo Chávez","","missing_zh_label","Mateo_Chávez","DF","2004-05-12","AZ","Royal Dutch Football Association","10","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","21","César Huerta","","missing_zh_label","César_Huerta","FW","2000-12-03","Anderlecht","Royal Belgian Football Association","26","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","22","Guillermo Martínez","","missing_zh_label","Guillermo_Martínez_(footballer)","FW","1995-03-15","Pumas UNAM","Mexican Football Federation","12","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","23","Jesús Gallardo","杰西·盖拉多","wikidata_zh_label","Jesús_Gallardo","DF","1994-08-15","Toluca","Mexican Football Federation","121","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","24","Luis Chávez","路易斯·查韦斯","wikidata_zh_label","Luis_Chávez_(footballer)","MF","1996-01-15","Dynamo Moscow","Russian Football Union","45","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","25","Roberto Alvarado","羅伯托·阿爾瓦拉多","wikidata_zh_label","Roberto_Alvarado","FW","1998-09-07","Guadalajara","Mexican Football Federation","67","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Mexico","26","Brian Gutiérrez","","missing_zh_label","Brian_Gutiérrez","MF","2003-06-17","Guadalajara","Mexican Football Federation","7","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","1","Ronwen Williams","朗文·威廉姆斯","wikidata_zh_label","Ronwen_Williams","GK","1992-01-21","Mamelodi Sundowns","South African Football Association","62","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","2","Thabang Matuludi","","missing_zh_label","Thabang_Matuludi","DF","1999-01-14","Polokwane City","South African Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","3","Khulumani Ndamane","","missing_zh_label","Khulumani_Ndamane","DF","2004-02-05","Mamelodi Sundowns","South African Football Association","5","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","4","Teboho Mokoena","泰博霍·莫庫納","wikidata_zh_label","Teboho_Mokoena_(soccer,_born_1997)","MF","1997-01-24","Mamelodi Sundowns","South African Football Association","51","9","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","5","Thalente Mbatha","","missing_zh_label","Thalente_Mbatha","MF","2000-03-06","Orlando Pirates","South African Football Association","15","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","6","Aubrey Modiba","","missing_zh_label","Aubrey_Modiba","DF","1995-07-22","Mamelodi Sundowns","South African Football Association","44","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","7","Oswin Appollis","","missing_zh_label","Oswin_Appollis","FW","2001-08-25","Orlando Pirates","South African Football Association","26","8","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","8","Tshepang Moremi","","missing_zh_label","Tshepang_Moremi","FW","2000-10-02","Orlando Pirates","South African Football Association","10","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","9","Lyle Foster","賴奧·科士打","wikidata_zh_label","Lyle_Foster","FW","2000-09-03","Burnley","The Football Association","27","10","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","10","Relebohile Mofokeng","","missing_zh_label","Relebohile_Mofokeng","FW","2004-10-23","Orlando Pirates","South African Football Association","13","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","11","Themba Zwane","特姆巴·兹瓦尼","wikidata_zh_label","Themba_Zwane","MF","1989-08-03","Mamelodi Sundowns","South African Football Association","54","12","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","12","Thapelo Maseko","","missing_zh_label","Thapelo_Maseko","FW","2003-11-11","AEL Limassol","Cyprus Football Association","10","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","13","Sphephelo Sithole","","missing_zh_label","Sphephelo_Sithole","MF","1999-03-03","Tondela","Portuguese Football Federation","28","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","14","Mbekezeli Mbokazi","","missing_zh_label","Mbekezeli_Mbokazi","DF","2005-09-19","Chicago Fire FC","United States Soccer Federation","10","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","15","Iqraam Rayners","","missing_zh_label","Iqraam_Rayners","FW","1995-12-19","Mamelodi Sundowns","South African Football Association","14","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","16","Sipho Chaine","","missing_zh_label","Sipho_Chaine","GK","1996-12-14","Orlando Pirates","South African Football Association","4","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","17","Evidence Makgopa","埃維登斯·馬克戈帕","wikidata_zh_label","Evidence_Makgopa","FW","2000-06-05","Orlando Pirates","South African Football Association","26","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","18","Samukele Kabini","","missing_zh_label","Samukele_Kabini","DF","2004-03-15","Molde","Norwegian Football Federation","6","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","19","Nkosinathi Sibisi","","missing_zh_label","Nkosinathi_Sibisi","DF","1995-09-22","Orlando Pirates","South African Football Association","20","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","20","Khuliso Mudau","","missing_zh_label","Khuliso_Mudau","DF","1995-04-26","Mamelodi Sundowns","South African Football Association","32","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","21","Ime Okon","","missing_zh_label","Ime_Okon","DF","2004-02-20","Hannover 96","German Football Association","8","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","22","Ricardo Goss","","missing_zh_label","Ricardo_Goss","GK","1994-04-02","Siwelele","South African Football Association","5","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","23","Jayden Adams","","missing_zh_label","Jayden_Adams","MF","2001-05-05","Mamelodi Sundowns","South African Football Association","5","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","24","Olwethu Makhanya","","missing_zh_label","Olwethu_Makhanya","DF","2004-04-30","Philadelphia Union","United States Soccer Federation","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","25","Kamogelo Sebelebele","","missing_zh_label","Kamogelo_Sebelebele","FW","2002-07-21","Orlando Pirates","South African Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Africa","26","Bradley Cross","","missing_zh_label","Bradley_Cross_(soccer)","DF","2001-01-30","Kaizer Chiefs","South African Football Association","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","1","Kim Seung-gyu","","missing_zh_label","Kim_Seung-gyu","GK","1990-09-30","FC Tokyo","Japan Football Association","87","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","2","Lee Han-beom","","missing_zh_label","Lee_Han-beom","DF","2002-06-17","Midtjylland","Danish Football Association","8","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","3","Lee Gi-hyuk","","missing_zh_label","Lee_Gi-hyuk","MF","2000-07-07","Gangwon FC","Korea Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","4","Kim Min-jae","","missing_zh_label","Kim_Min-jae_(footballer)","DF","1996-11-15","Bayern Munich","German Football Association","79","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","5","Kim Tae-hyeon","","missing_zh_label","Kim_Tae-hyeon","DF","2000-09-17","Kashima Antlers","Japan Football Association","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","6","Hwang In-beom","","missing_zh_label","Hwang_In-beom","MF","1996-09-20","Feyenoord","Royal Dutch Football Association","73","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","7","Son Heung-min","","missing_zh_label","Son_Heung-min","FW","1992-07-08","Los Angeles FC","United States Soccer Federation","144","56","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","8","Paik Seung-ho","","missing_zh_label","Paik_Seung-ho","MF","1997-03-17","Birmingham City","The Football Association","27","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","9","Cho Gue-sung","","missing_zh_label","Cho_Gue-sung","FW","1998-01-25","Midtjylland","Danish Football Association","44","12","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","10","Lee Jae-sung","","missing_zh_label","Lee_Jae-sung","MF","1992-08-10","Mainz 05","German Football Association","105","15","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","11","Hwang Hee-chan","","missing_zh_label","Hwang_Hee-chan","MF","1996-01-26","Wolverhampton Wanderers","The Football Association","79","17","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","12","Song Bum-keun","","missing_zh_label","Song_Bum-keun","GK","1997-10-15","Jeonbuk Hyundai Motors","Korea Football Association","3","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","13","Lee Tae-seok","","missing_zh_label","Lee_Tae-seok","DF","2002-07-28","Austria Wien","Austrian Football Association","15","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","14","Cho Wi-je","","missing_zh_label","Cho_Wi-je","DF","2001-08-25","Jeonbuk Hyundai Motors","Korea Football Association","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","15","Kim Moon-hwan","","missing_zh_label","Kim_Moon-hwan","DF","1995-08-01","Daejeon Hana Citizen","Korea Football Association","35","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","16","Park Jin-seob","","missing_zh_label","Park_Jin-seob_(footballer,_born_1995)","DF","1995-10-23","Zhejiang","Chinese Football Association","14","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","17","Bae Jun-ho","","missing_zh_label","Bae_Jun-ho","MF","2003-08-21","Stoke City","The Football Association","13","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","18","Oh Hyeon-gyu","","missing_zh_label","Oh_Hyeon-gyu","FW","2001-04-12","Beşiktaş","Turkish Football Federation","27","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","19","Lee Kang-in","","missing_zh_label","Lee_Kang-in","MF","2001-02-19","Paris Saint-Germain","French Football Federation","47","11","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","20","Yang Hyun-jun","","missing_zh_label","Yang_Hyun-jun","MF","2002-05-25","Celtic","Scottish Football Association","9","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","21","Jo Hyeon-woo","","missing_zh_label","Jo_Hyeon-woo","GK","1991-09-25","Ulsan HD","Korea Football Association","48","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","22","Seol Young-woo","","missing_zh_label","Seol_Young-woo","DF","1998-12-05","Red Star Belgrade","Football Association of Serbia","34","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","23","Jens Castrop","","missing_zh_label","Jens_Castrop","DF","2003-07-29","Borussia Mönchengladbach","German Football Association","7","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","24","Kim Jin-gyu","","missing_zh_label","Kim_Jin-gyu_(footballer,_born_1997)","MF","1997-02-24","Jeonbuk Hyundai Motors","Korea Football Association","22","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","25","Eom Ji-sung","","missing_zh_label","Eom_Ji-sung","MF","2002-05-09","Swansea City","Football Association of Wales","9","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"South Korea","26","Lee Dong-gyeong","","missing_zh_label","Lee_Dong-gyeong","MF","1997-09-20","Ulsan HD","Korea Football Association","18","4","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","1","Matěj Kovář","","missing_zh_label","Matěj_Kovář","GK","2000-05-17","PSV Eindhoven","Royal Dutch Football Association","20","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","2","David Zima","","missing_zh_label","David_Zima","DF","2000-11-08","Slavia Prague","Football Association of the Czech Republic","25","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","3","Tomáš Holeš","","missing_zh_label","Tomáš_Holeš","DF","1993-03-31","Slavia Prague","Football Association of the Czech Republic","41","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","4","Robin Hranáč","","missing_zh_label","Robin_Hranáč","DF","2000-01-29","TSG Hoffenheim","German Football Association","14","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","5","Vladimír Coufal","","missing_zh_label","Vladimír_Coufal","DF","1992-08-22","TSG Hoffenheim","German Football Association","62","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","6","Štěpán Chaloupek","","missing_zh_label","Štěpán_Chaloupek","DF","2003-03-08","Slavia Prague","Football Association of the Czech Republic","5","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","7","Ladislav Krejčí","","missing_zh_label","Ladislav_Krejčí_(footballer,_born_1999)","DF","1999-04-20","Wolverhampton Wanderers","The Football Association","27","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","8","Vladimír Darida","","missing_zh_label","Vladimír_Darida","MF","1990-08-08","Hradec Králové","Football Association of the Czech Republic","79","8","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","9","Adam Hložek","","missing_zh_label","Adam_Hložek","FW","2002-07-25","TSG Hoffenheim","German Football Association","43","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","10","Patrik Schick","","missing_zh_label","Patrik_Schick","FW","1996-01-24","Bayer Leverkusen","German Football Association","53","26","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","11","Jan Kuchta","","missing_zh_label","Jan_Kuchta","FW","1997-01-08","Sparta Prague","Football Association of the Czech Republic","31","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","12","Lukáš Červ","","missing_zh_label","Lukáš_Červ","MF","2001-04-10","Viktoria Plzeň","Football Association of the Czech Republic","17","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","13","Mojmír Chytil","","missing_zh_label","Mojmír_Chytil","FW","1999-04-29","Slavia Prague","Football Association of the Czech Republic","22","6","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","14","David Jurásek","","missing_zh_label","David_Jurásek","DF","2000-08-07","Slavia Prague","Football Association of the Czech Republic","18","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","15","Pavel Šulc","","missing_zh_label","Pavel_Šulc","FW","2000-12-29","Lyon","French Football Federation","21","5","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","16","Jindřich Staněk","","missing_zh_label","Jindřich_Staněk","GK","1996-04-27","Slavia Prague","Football Association of the Czech Republic","14","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","17","Lukáš Provod","","missing_zh_label","Lukáš_Provod","MF","1996-10-23","Slavia Prague","Football Association of the Czech Republic","38","3","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","18","Michal Sadílek","","missing_zh_label","Michal_Sadílek","MF","1999-05-31","Slavia Prague","Football Association of the Czech Republic","35","1","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","19","Tomáš Chorý","","missing_zh_label","Tomáš_Chorý","FW","1995-01-26","Slavia Prague","Football Association of the Czech Republic","22","7","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","20","Jaroslav Zelený","","missing_zh_label","Jaroslav_Zelený","DF","1992-08-20","Sparta Prague","Football Association of the Czech Republic","23","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","21","David Douděra","","missing_zh_label","David_Douděra","DF","1998-05-31","Slavia Prague","Football Association of the Czech Republic","17","2","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","22","Tomáš Souček","","missing_zh_label","Tomáš_Souček","MF","1995-02-27","West Ham United","The Football Association","90","17","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
"Czechia","23","Lukáš Horníček","","missing_zh_label","Lukáš_Horníček","GK","2002-07-13","Braga","Portuguese Football Federation","1","0","final_squad","available_unless_updated","https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads","2026-06-18T03:44:21.947Z"
